Company,TypeName,Inches,Ram,OpSys,Weight,Res_Width,Res_Height,Touchscreen,PanelType,SSD(GB),HDD(GB),ClockSpeed(GHz),CPU,GPU,Price
HP,Notebook,14.0,8,Windows 10,1.64,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GeForce,1049.26
HP,Notebook,14.0,4,Windows 10,1.64,1366,768,False,Unknown,0,500,2.4,Intel Core i3,Intel HD Graphics,684.0
Dell,Gaming,15.6,8,Windows 10,2.65,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GTX,949.0
HP,Ultrabook,12.5,4,Windows 10,1.26,1920,1080,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,1539.0
HP,Notebook,14.0,4,Windows 10,1.48,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1590.0
HP,Ultrabook,14.0,8,Windows 10,1.54,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,1887.21
HP,Notebook,13.3,4,Windows 10,1.49,1366,768,False,Unknown,0,500,2.4,Intel Core i3,Intel HD Graphics,800.0
Toshiba,Notebook,13.3,8,Windows 10,1.5,1366,768,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1210.0
HP,Notebook,15.6,4,Windows 10,2.04,1366,768,False,Unknown,256,0,2.4,Intel Core i3,Intel HD Graphics,769.99
Lenovo,Notebook,17.3,16,Windows 7,2.4,3840,2160,False,IPS Panel,512,0,2.7,Intel Core i7,Nvidia Quadro,2968.0
Toshiba,Notebook,14.0,8,Windows 10,1.47,1920,1080,False,IPS Panel,256,0,2.3,Intel Core i5,Intel HD Graphics,1490.0
HP,Notebook,14.0,8,Windows 10,1.43,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,2229.0
Dell,2 in 1 Convertible,15.6,4,Windows 10,2.08,1920,1080,True,IPS Panel,0,1000,2.3,Intel Core i3,Intel HD Graphics,795.99
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1590.0
HP,Notebook,13.3,8,Windows 10,1.11,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1149.0
HP,Notebook,14.0,8,Windows 10,1.64,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,1185.43
Dell,Notebook,15.6,8,Windows 10,2.09,1920,1080,False,Unknown,0,500,2.4,Intel Core i5,Intel HD Graphics,1046.44
HP,Ultrabook,12.5,4,Windows 10,1.26,1366,768,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1559.0
HP,Notebook,14.0,4,Windows 10,2.31,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,1189.0
HP,Notebook,14.0,4,Windows 10,1.95,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,1060.0
Dell,Ultrabook,13.3,8,Windows 10,1.29,3200,1800,True,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1624.0
HP,Notebook,17.3,8,Windows 10,2.63,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GeForce,1080.0
HP,Notebook,14.0,4,Windows 10,1.64,1366,768,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,973.0
Acer,Notebook,15.6,6,Windows 10,2.1,1366,768,False,Unknown,0,1000,3.0,AMD,AMD,409.0
MSI,Gaming,17.3,8,Windows 10,2.7,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1191.8
HP,Notebook,14.0,8,Windows 7,1.95,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1195.0
HP,Notebook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,1228.99
HP,Ultrabook,12.5,8,Windows 10,1.26,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,1349.0
HP,Notebook,15.6,4,Windows 10,2.04,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,742.0
Toshiba,Ultrabook,14.0,8,Windows 10,1.47,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i7,Intel HD Graphics,1725.0
Dell,Notebook,15.6,8,Windows 7,2.09,1920,1080,False,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1062.95
HP,Notebook,14.0,8,Windows 10,1.64,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,1010.51
Lenovo,2 in 1 Convertible,15.6,4,Windows 10,1.8,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i7,Intel HD Graphics,847.0
Vero,Notebook,14.0,2,Windows 10,1.45,1366,768,False,Unknown,32,0,1.44,Intel Other,Intel HD Graphics,210.8
Toshiba,Notebook,15.6,16,Windows 10,2.4,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i7,Nvidia GeForce,1425.0
Lenovo,Notebook,15.6,8,Windows 10,2.3,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1049.6
HP,Notebook,14.0,4,Windows 10,1.54,1920,1080,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,1000.0
HP,Notebook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,256,500,2.4,Intel Core i5,Intel HD Graphics,2103.34
HP,Notebook,14.0,8,Windows 7,1.43,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1469.0
MSI,Gaming,17.3,16,Windows 10,3.78,1920,1080,False,IPS Panel,256,1000,2.7,Intel Core i7,Nvidia GTX,1545.64
Lenovo,Gaming,17.3,16,Windows 10,4.6,1920,1080,False,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,2289.99
Asus,Netbook,11.6,4,Chrome OS,1.2,1366,768,False,Unknown,16,0,1.6,Intel Other,Intel HD Graphics,287.9
Lenovo,Notebook,14.0,16,Windows 7,1.1,2560,1440,False,IPS Panel,256,0,2.6,Intel Core i7,Intel HD Graphics,2620.0
HP,Notebook,15.6,8,Windows 10,1.91,1920,1080,False,IPS Panel,0,1000,2.7,Intel Core i7,Nvidia GeForce,979.0
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.3,1920,1080,True,IPS Panel,256,0,2.7,Intel Core i5,Intel HD Graphics,1094.0
HP,Notebook,15.6,4,Windows 10,2.04,1366,768,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,979.0
Dell,Ultrabook,13.3,16,Windows 10,1.2,3200,1800,True,Unknown,1000,0,2.7,Intel Core i7,Intel HD Graphics,2254.0
HP,Notebook,15.6,4,Windows 10,2.31,1366,768,False,Unknown,0,500,2.3,Intel Core i3,Intel HD Graphics,705.15
HP,Notebook,15.6,4,No OS,1.96,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,499.0
Acer,Notebook,15.6,8,Windows 10,2.4,1366,768,False,Unknown,0,1000,2.2,AMD,AMD,449.0
Dell,2 in 1 Convertible,13.3,12,Windows 10,1.6,1920,1080,True,IPS Panel,256,0,2.7,Intel Core i7,Intel HD Graphics,1299.0
MSI,Gaming,15.6,16,Windows 10,2.94,1920,1080,False,Unknown,256,1000,2.6,Intel Core i7,Nvidia GTX,1819.0
HP,Notebook,15.6,8,Windows 10,2.04,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1070.0
Asus,Gaming,17.3,16,No OS,4.0,1920,1080,False,IPS Panel,0,1000,2.6,Intel Core i7,Nvidia GTX,998.0
Dell,Notebook,15.6,4,Windows 10,2.25,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Intel HD Graphics,559.0
Dell,Notebook,15.6,16,Windows 10,2.32,1920,1080,False,Unknown,0,2000,2.7,Intel Core i7,AMD,989.99
MSI,Gaming,15.6,16,Windows 10,1.8,1920,1080,False,Unknown,256,1000,2.6,Intel Core i7,Nvidia GTX,1929.0
Dell,Ultrabook,13.3,8,Windows 10,1.29,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1458.0
Asus,Gaming,17.3,64,Windows 10,3.58,1920,1080,False,IPS Panel,1000,0,2.7,Intel Core i7,Nvidia GTX,3975.0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,1920,1080,True,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,798.01
Dell,Gaming,15.6,16,Windows 10,3.21,3840,2160,False,Unknown,256,1000,2.6,Intel Core i7,Nvidia GTX,1329.0
Apple,Ultrabook,12.0,8,Mac OS X,0.92,2304,1440,False,IPS Panel Retina Display,256,0,1.1,Intel Other,Intel HD Graphics,1300.0
Dell,Notebook,15.6,4,Windows 10,2.06,1366,768,False,Unknown,0,500,2.3,Intel Core i3,Intel HD Graphics,481.98
HP,Notebook,15.6,4,Windows 10,2.31,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,1199.0
HP,Ultrabook,12.5,8,Windows 7,1.26,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1199.0
HP,Notebook,13.3,8,Windows 10,1.49,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,1090.0
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i7,Intel HD Graphics,1713.49
Lenovo,Notebook,17.3,8,Windows 10,3.0,1600,900,False,Unknown,0,1000,2.3,Intel Core i5,AMD,659.0
Lenovo,Notebook,15.6,4,Windows 10,2.3,1920,1080,False,IPS Panel,0,1000,2.3,Intel Core i5,Nvidia GTX,977.0
MSI,Gaming,17.3,16,Windows 10,3.78,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2499.0
Lenovo,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,540.0
HP,Notebook,15.6,4,Windows 7,2.31,1920,1080,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,940.0
Lenovo,Ultrabook,12.5,8,Windows 10,0.99,2560,1440,True,IPS Panel,512,0,1.2,Intel Other,Intel HD Graphics,1399.0
Lenovo,Gaming,17.3,32,Windows 10,4.6,1920,1080,False,IPS Panel,512,1000,2.7,Intel Core i7,Nvidia GTX,3240.0
Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,1920,1200,True,IPS Panel,64,0,1.44,Intel Other,Intel HD Graphics,646.27
HP,Ultrabook,13.3,16,Windows 10,1.3,3840,2160,False,IPS Panel,512,0,2.7,Intel Core i7,Intel HD Graphics,2049.0
Dell,Notebook,15.6,8,Windows 10,2.18,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,750.0
HP,Notebook,14.0,4,Windows 7,1.54,1920,1080,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,1030.99
HP,Workstation,15.6,8,Windows 7,1.9,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,AMD,1495.0
Lenovo,Notebook,14.0,8,Windows 7,1.7,1920,1080,False,Unknown,180,0,2.3,Intel Core i5,Intel HD Graphics,1199.0
HP,Notebook,13.3,4,Chrome OS,1.29,3200,1800,False,Unknown,32,0,1.5,Intel Other,Intel HD Graphics,615.0
Acer,Notebook,15.6,4,Windows 10,2.4,1366,768,False,Unknown,0,500,2.2,AMD,AMD,387.0
Dell,Notebook,15.6,4,Linux,2.2,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,393.49
HP,Notebook,15.6,4,No OS,1.86,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,345.99
Asus,Gaming,17.3,8,Windows 10,2.7,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,1599.0
Dell,Ultrabook,13.3,4,Windows 10,1.4,1920,1080,False,IPS Panel,256,0,1.6,Intel Core i5,AMD,818.35
HP,Netbook,12.5,4,Windows 7,2.4,1366,768,False,Unknown,128,0,2.3,Intel Core i5,Intel HD Graphics,1599.0
Acer,Notebook,15.6,8,Windows 10,2.4,1920,1080,False,Unknown,256,1000,2.5,Intel Core i5,Nvidia GTX,799.0
Dell,Notebook,15.6,8,Windows 10,2.36,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,AMD,638.8
MSI,Gaming,17.3,8,Windows 10,2.6,1920,1080,False,Unknown,256,0,2.6,Intel Core i7,Nvidia GTX,1599.0
HP,Notebook,15.6,4,Windows 10,1.96,1366,768,False,Unknown,0,1000,1.6,Intel Other,Intel HD Graphics,500.0
Asus,Gaming,17.3,16,Windows 10,4.3,1920,1080,False,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,2299.0
Dell,Ultrabook,12.5,4,Windows 7,1.5,1366,768,False,Unknown,0,500,2.3,Intel Core i3,Intel HD Graphics,1135.15
Dell,Ultrabook,12.5,4,Windows 7,1.5,1366,768,False,Unknown,128,0,2.3,Intel Core i3,Intel HD Graphics,1166.97
Acer,Notebook,15.6,4,Chrome OS,2.2,1366,768,False,Unknown,16,0,1.5,Intel Other,Intel HD Graphics,209.0
HP,Workstation,17.3,8,Windows 7,3.0,1920,1080,False,IPS Panel,0,1000,2.6,Intel Core i7,AMD,2899.0
Lenovo,Gaming,15.6,16,Windows 10,2.4,1920,1080,False,Unknown,512,0,2.8,Intel Core i7,Nvidia GTX,1199.0
Dell,Ultrabook,12.5,8,Windows 7,1.5,1366,768,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1413.1
MSI,Gaming,17.3,8,Windows 10,2.9,1920,1080,False,Unknown,128,1000,2.6,Intel Core i7,Nvidia GTX,1511.19
Lenovo,2 in 1 Convertible,15.6,4,Windows 10,2.1,1920,1080,True,IPS Panel,256,0,2.3,Intel Core i5,Intel HD Graphics,867.0
HP,Notebook,15.6,4,Windows 10,2.1,1920,1080,False,Unknown,0,1000,2.5,AMD,AMD,398.0
Asus,Gaming,15.6,16,Windows 10,2.59,1920,1080,False,IPS Panel,128,1000,2.6,Intel Core i7,Nvidia GTX,1339.0
HP,Notebook,13.3,8,Windows 10,1.16,3200,1800,True,Unknown,256,0,1.1,Intel Other,Intel HD Graphics,1699.0
Dell,Notebook,15.6,4,Windows 7,2.24,1366,768,False,Unknown,0,500,2.3,Intel Core i5,AMD,769.15
Lenovo,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,128,0,2.0,Intel Core i3,Intel HD Graphics,429.0
HP,Ultrabook,13.3,8,Windows 10,1.16,1920,1080,False,Unknown,512,0,2.5,Intel Core i7,Intel HD Graphics,1969.0
Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,1920,1200,True,IPS Panel,64,0,1.44,Intel Other,Intel HD Graphics,549.0
Dell,Ultrabook,13.3,8,Windows 10,1.23,1920,1080,False,Unknown,256,0,2.4,Intel Core i7,Intel Iris,1379.0
Lenovo,Gaming,17.3,16,Windows 10,4.6,1920,1080,False,IPS Panel,256,1000,2.7,Intel Core i7,Nvidia GTX,2749.99
Razer,Ultrabook,12.5,8,Windows 10,1.25,3840,2160,True,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,1029.0
Toshiba,Ultrabook,13.3,16,Windows 10,1.05,1920,1080,False,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,2226.0
Asus,Gaming,17.3,8,Windows 10,3.52,1920,1080,False,Unknown,128,1000,2.6,Intel Core i7,Nvidia GTX,1312.49
Vero,Notebook,13.3,4,Windows 10,1.35,1920,1080,False,Unknown,32,0,1.44,Intel Other,Intel HD Graphics,196.0
HP,Notebook,13.3,8,Windows 10,1.16,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1690.0
HP,Notebook,14.0,8,Windows 7,1.43,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1513.0
Dell,Notebook,15.6,4,Linux,2.09,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,523.63
Asus,Notebook,15.6,4,Windows 10,2.0,1366,768,False,Unknown,0,1000,2.4,Intel Core i3,Intel HD Graphics,435.0
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.8,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i7,Intel HD Graphics,1669.0
Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,1920,1200,True,IPS Panel,64,0,1.44,Intel Other,Intel HD Graphics,479.0
HP,Ultrabook,12.5,8,Windows 7,1.26,1366,768,False,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1895.0
Lenovo,Gaming,15.6,8,No OS,2.4,1920,1080,False,IPS Panel,128,1000,2.5,Intel Core i5,Nvidia GTX,989.0
HP,Gaming,17.3,8,Windows 10,3.35,1920,1080,False,IPS Panel,128,1000,2.3,Intel Core i5,Nvidia GTX,1129.0
HP,Notebook,15.6,8,Windows 10,2.04,1366,768,False,Unknown,0,2000,2.7,Intel Core i7,Intel HD Graphics,629.0
Lenovo,2 in 1 Convertible,14.0,8,Windows 7,1.8,1920,1080,True,IPS Panel,512,0,2.6,Intel Core i7,Nvidia Quadro,2050.38
Asus,Notebook,14.0,4,Windows 10,1.5,1366,768,False,Unknown,32,0,1.1,Intel Other,Intel HD Graphics,278.0
HP,Ultrabook,15.6,8,Windows 10,1.84,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Intel HD Graphics,752.0
Acer,Notebook,15.6,4,Windows 10,2.23,1920,1080,False,Unknown,0,1000,2.5,Intel Core i5,Nvidia GeForce,616.0
Lenovo,Notebook,15.6,16,Windows 10,2.5,1920,1080,False,Unknown,0,1000,2.5,Intel Core i7,AMD,1099.0
HP,Workstation,17.3,8,Windows 7,3.0,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i7,Nvidia Quadro,3949.4
Dell,Notebook,15.6,8,Windows 10,2.5,1366,768,False,Unknown,0,1000,2.5,Intel Core i5,AMD,784.0
MSI,Gaming,17.3,16,Windows 10,3.78,1920,1080,False,Unknown,256,1000,2.7,Intel Core i7,Nvidia GTX,2399.0
HP,Ultrabook,15.6,8,Windows 7,1.88,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,2171.72
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,2.8,2560,1440,True,IPS Panel,512,0,2.6,Intel Core i7,Intel HD Graphics,2440.0
MSI,Gaming,15.6,8,Windows 10,2.4,1920,1080,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1142.8
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,1920,1080,True,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1629.0
HP,Workstation,15.6,8,Windows 7,2.59,1920,1080,False,IPS Panel,256,0,2.6,Intel Core i7,Nvidia Quadro,2229.0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,2560,1440,True,Unknown,256,0,2.6,Intel Core i7,Intel HD Graphics,1799.0
HP,Workstation,15.6,8,Windows 7,2.0,1920,1080,False,Unknown,256,0,2.6,Intel Core i7,Nvidia Quadro,1899.0
HP,Ultrabook,12.5,8,Windows 7,1.26,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,2296.95
Dell,Notebook,15.6,8,Windows 10,2.18,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,1009.9
HP,Notebook,15.6,8,Windows 7,1.88,1920,1080,False,Unknown,256,0,2.3,Intel Core i5,Intel HD Graphics,1579.0
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.27,2560,1440,True,IPS Panel,256,0,2.5,Intel Core i7,Intel HD Graphics,2339.0
Lenovo,Notebook,15.6,4,No OS,1.9,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,339.0
HP,Notebook,15.6,4,Windows 10,1.86,1366,768,False,Unknown,0,500,1.8,AMD,AMD,297.0
Lenovo,Notebook,15.6,8,No OS,2.32,1920,1080,False,Unknown,0,1000,2.3,Intel Core i5,AMD,599.0
Dell,Gaming,15.6,8,Windows 10,2.62,1920,1080,False,Unknown,0,1000,2.8,Intel Core i7,Nvidia GTX,1199.0
Dell,Notebook,15.6,8,Windows 10,2.04,3840,2160,True,IPS Panel,256,0,2.3,Intel Core i5,Nvidia GeForce,2250.68
HP,Notebook,15.6,4,Windows 10,1.91,1920,1080,False,Unknown,256,0,2.5,AMD,AMD,478.89
MSI,Gaming,17.3,16,Windows 10,2.7,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,1492.8
Lenovo,Ultrabook,14.0,12,Windows 7,1.4,1920,1080,False,Unknown,512,0,2.6,Intel Core i7,Intel HD Graphics,2299.0
Lenovo,Notebook,15.6,8,Windows 10,2.5,1920,1080,False,Unknown,0,1000,2.3,Intel Core i5,AMD,788.49
HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,2560,1440,True,Unknown,512,0,2.6,Intel Core i7,Intel HD Graphics,2041.0
Lenovo,Ultrabook,14.0,8,Windows 7,1.7,1920,1080,False,Unknown,256,0,2.6,Intel Core i7,Intel HD Graphics,1499.0
MSI,Gaming,14.0,16,Windows 10,1.7,1920,1080,False,Unknown,256,1000,2.6,Intel Core i7,Nvidia GTX,1769.0
HP,Gaming,15.6,8,Windows 10,2.62,1920,1080,False,IPS Panel,0,1000,2.8,Intel Core i7,Nvidia GTX,899.0
Lenovo,Notebook,15.6,8,Windows 10,2.2,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,Intel HD Graphics,459.0
HP,Notebook,15.6,4,No OS,2.1,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,476.99
Dell,Gaming,15.6,8,Windows 10,2.62,3840,2160,False,Unknown,128,1000,2.8,Intel Core i7,Nvidia GTX,1498.0
Lenovo,Notebook,15.6,8,Windows 10,1.95,1920,1080,False,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1390.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1920,1080,False,Unknown,0,1000,2.0,Intel Core i3,Nvidia GeForce,468.0
HP,Notebook,14.0,2,Windows 10,1.44,1366,768,False,Unknown,32,0,1.6,Intel Other,Intel HD Graphics,249.0
MSI,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,IPS Panel,0,1000,2.7,Intel Core i7,Nvidia GTX,839.0
HP,Notebook,15.6,8,Windows 10,1.96,1920,1080,False,Unknown,256,0,2.5,Intel Core i7,Intel HD Graphics,679.0
HP,Notebook,15.6,16,Windows 10,2.1,1920,1080,False,Unknown,512,0,1.8,Intel Core i7,Intel HD Graphics,1159.0
Asus,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,500,1.6,Intel Other,Intel HD Graphics,369.0
Lenovo,Notebook,15.6,4,No OS,2.1,1366,768,False,Unknown,0,500,2.3,Intel Core i5,Intel HD Graphics,398.0
Lenovo,Notebook,15.6,8,No OS,2.2,1920,1080,False,Unknown,0,1000,2.7,Intel Core i7,Nvidia GeForce,709.0
Asus,Notebook,14.0,4,Windows 10,2.0,1920,1080,False,Unknown,256,0,2.4,Intel Core i3,Intel HD Graphics,769.0
Lenovo,Notebook,15.6,4,Windows 7,2.32,1920,1080,False,Unknown,0,1000,2.5,Intel Core i7,Intel HD Graphics,825.0
Lenovo,Gaming,15.6,16,Windows 10,3.31,1920,1080,False,IPS Panel,512,0,2.6,Intel Core i7,Nvidia GTX,1305.0
MSI,Gaming,15.6,16,Windows 10,1.91,1920,1080,False,Unknown,128,1000,2.6,Intel Core i7,Nvidia GTX,2153.37
HP,Notebook,15.6,4,Windows 10,2.07,1366,768,False,Unknown,0,500,2.3,Intel Core i3,Intel HD Graphics,650.0
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.36,2560,1440,True,IPS Panel,256,0,2.3,Intel Core i5,Intel HD Graphics,1637.0
Lenovo,Ultrabook,15.6,6,Windows 10,1.54,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,831.0
Dell,Notebook,15.6,8,Linux,1.98,1920,1080,False,Unknown,256,0,2.7,Intel Core i7,Nvidia GeForce,895.01
Acer,Notebook,15.6,4,Windows 10,2.1,1366,768,False,Unknown,0,500,2.0,Intel Other,Intel HD Graphics,333.0
HP,Notebook,15.6,6,Windows 10,2.18,1920,1080,False,IPS Panel,0,1000,2.6,Intel Core i7,Nvidia GTX,799.0
Asus,Gaming,15.6,8,Windows 10,2.591,1920,1080,False,IPS Panel,256,1000,2.6,Intel Core i7,Nvidia GTX,909.0
Dell,2 in 1 Convertible,15.6,16,Windows 10,2.09,1920,1080,True,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,1179.0
Acer,Notebook,15.6,4,Windows 10,2.23,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,Nvidia GeForce,691.0
Dell,Ultrabook,13.3,8,Linux,1.23,3200,1800,True,Unknown,256,0,2.4,Intel Core i5,Intel HD Graphics,1099.0
Acer,Gaming,17.3,16,Windows 10,4.2,1920,1080,False,IPS Panel,256,1000,2.8,Intel Core i7,Nvidia GTX,2599.0
Lenovo,Gaming,15.6,8,Windows 10,2.4,1920,1080,False,IPS Panel,0,1000,2.5,Intel Core i5,Nvidia GTX,819.0
HP,Notebook,15.6,4,Windows 10,1.86,1366,768,False,Unknown,0,500,2.5,Intel Core i5,Intel HD Graphics,485.0
Apple,Ultrabook,12.0,8,Mac OS X,0.92,2304,1440,False,IPS Panel Retina Display,256,0,1.1,Intel Other,Intel HD Graphics,1163.0
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.6,1920,1080,True,IPS Panel,256,0,2.5,Intel Core i5,Intel HD Graphics,1199.0
HP,Notebook,15.6,12,Windows 10,2.21,1920,1080,False,IPS Panel,128,1000,2.8,Intel Core i7,Nvidia GTX,1327.0
Lenovo,Notebook,15.6,4,No OS,1.9,1366,768,False,Unknown,0,1000,2.0,Intel Core i3,AMD,368.0
Asus,Gaming,17.3,16,Windows 10,4.3,1920,1080,False,IPS Panel,512,1000,2.6,Intel Core i7,Nvidia GTX,2150.0
Acer,Notebook,15.6,4,Linux,2.1,1366,768,False,Unknown,0,1000,2.0,Intel Other,Intel HD Graphics,272.0
MSI,Gaming,17.3,16,Windows 10,2.43,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2048.9
Dell,Notebook,15.6,4,Windows 10,2.3,1366,768,False,Unknown,128,0,2.0,Intel Core i3,AMD,499.0
Lenovo,Notebook,15.6,8,No OS,2.2,1366,768,False,Unknown,0,500,2.5,Intel Core i7,Nvidia GeForce,629.0
Dell,2 in 1 Convertible,15.6,16,Windows 10,2.0,1920,1080,True,Unknown,512,0,1.8,Intel Core i7,Intel HD Graphics,1285.0
Dell,Ultrabook,13.3,16,Windows 10,1.2,3200,1800,True,Unknown,512,0,2.7,Intel Core i7,Intel HD Graphics,2680.0
Asus,Gaming,15.6,8,Windows 10,2.2,1920,1080,False,Unknown,0,1000,2.6,Intel Core i7,Nvidia GTX,1169.0
Dell,Notebook,15.6,8,Windows 10,2.36,1920,1080,False,Unknown,256,0,2.5,Intel Core i5,AMD,889.0
HP,Notebook,15.6,8,Windows 10,1.91,1366,768,False,Unknown,256,0,2.5,Intel Core i5,Intel HD Graphics,579.0
Lenovo,Notebook,15.6,4,Windows 10,2.2,1366,768,False,Unknown,0,500,2.2,AMD,AMD,299.0
Acer,Notebook,17.3,8,Windows 10,3.3,1600,900,False,Unknown,0,1000,2.0,Intel Core i3,Nvidia GeForce,629.0
Asus,Gaming,15.6,16,Windows 10,2.2,1920,1080,False,Unknown,256,1000,2.8,Intel Core i7,Nvidia GTX,2449.0
